n_pre_nbrs,n_pre_nbrs_5km,n_matured_pre_nbrs,nbr_mat_min_strict,nbr_mat_std_strict,nbr_mat_median_strict,nbr_mat_cv_strict,local_recent_wash_mean,op_n_sites_preT,op_n_prior_matured,op_track_mean_strict,op_track_goodfrac_strict,site_key,client_id,t_open,y,realized_mature,express_like,group,oof_prob
6,0,1,7238.0,,7238.0,,4602.366666666667,1,0,,,expressprocw_000601::1,expressprocw_000601,2023-12-01,0,6483.307692307692,True,expressprocw_000601,0.3704357660659865
9,1,4,4082.0,5268.253429247037,11108.346153846154,0.4897905816195158,8586.853703703704,1,0,,,fullertoncw_000623::1,fullertoncw_000623,2023-12-01,0,5614.2307692307695,True,fullertoncw_000623,0.5596703062987057
13,1,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,4299.00303030303,41,0,,,luvcarwash_000457::41,luvcarwash_000457,2023-12-01,1,8182.846153846154,True,luvcarwash_000457,0.13952530412312103
8,1,2,3956.0,1512.1750479820932,5025.2692307692305,0.3009142353454803,4705.080555555555,41,0,,,luvcarwash_000457::45,luvcarwash_000457,2023-12-01,1,11327.153846153846,True,luvcarwash_000457,0.23306388822068463
3,0,1,5349.2307692307695,,5349.2307692307695,,5848.444444444444,5,0,,,magicbrush_000533::6,magicbrush_000533,2023-12-01,0,3507.769230769231,True,magicbrush_000533,0.396535186803229
4,0,0,,,,,4975.055555555556,46,0,,,magnolia_000414::58,magnolia_000414,2023-12-01,0,2962.3846153846152,False,magnolia_000414,0.5266736883597171
11,4,1,11011.76923076923,,11011.76923076923,,6088.386363636362,4,0,,,papabear_000353::5,papabear_000353,2023-12-01,1,13699.153846153846,True,papabear_000353,0.2752612597592459
6,0,2,6075.384615384615,2988.396435782316,8188.5,0.3649504104271009,4891.733333333334,6,0,,,racerclassiccw_000389::8,racerclassiccw_000389,2023-12-01,0,4247.923076923077,True,racerclassiccw_000389,0.37790907133897395
7,2,3,935.9230769230768,8357.614605583552,12352.53846153846,0.8218987680046764,8878.527777777777,8,0,,,riptideneuse_000337::10,riptideneuse_000337,2023-12-01,0,4649.538461538462,True,riptideneuse_000337,0.7161551773956355
3,1,2,10607.46153846154,1275.0767049673116,11509.076923076924,0.1107887898820666,3065.3333333333335,16,2,8909.153846153848,1.0,thoroughbredcw_000304::13,thoroughbredcw_000304,2023-12-01,0,5019.846153846154,True,thoroughbredcw_000304,0.24308808715245886
8,0,0,,,,,4126.270833333333,7,1,12334.46153846154,1.0,bigpeachcw_000300::12,bigpeachcw_000300,2024-01-01,0,6866.833333333333,True,bigpeachcw_000300,0.35463697017104107
3,0,0,,,,,7007.522222222222,4,0,,,bubbledown_000358::5,bubbledown_000358,2024-01-01,1,14346.0,True,bubbledown_000358,0.43995804902261215
10,1,5,4082.0,4623.64760416012,9918.0,0.4436941121756602,7923.25,1,0,,,crownamerica_000361::1,crownamerica_000361,2024-01-01,1,11926.75,True,crownamerica_000361,0.4621260880714882
10,1,3,4337.153846153846,3968.040293545815,9250.076923076924,0.4617869218047522,7460.883333333334,11,3,10096.675213675211,1.0,dirtydogs_000082::11,dirtydogs_000082,2024-01-01,0,5261.0,True,dirtydogs_000082,0.46536411242488546
10,1,5,2474.6153846153848,5840.178272639716,13574.0,0.468371788643912,9671.033333333333,2,1,12988.307692307691,1.0,floriscarwash_000233::3,floriscarwash_000233,2024-01-01,0,7084.916666666667,True,floriscarwash_000233,0.602529082769338
5,0,1,8775.692307692309,,8775.692307692309,,6568.541666666667,3,0,,,gateexpress_000618::2,gateexpress_000618,2024-01-01,0,10962.333333333334,True,gateexpress_000618,0.3457400374708337
3,0,0,,,,,4514.5,3,0,,,gateexpress_000618::4,gateexpress_000618,2024-01-01,0,14576.833333333334,True,gateexpress_000618,0.3862703202689107
4,0,0,,,,,5707.083333333333,3,0,,,gateexpress_000618::5,gateexpress_000618,2024-01-01,0,11977.666666666666,True,gateexpress_000618,0.41095506783863506
10,0,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,5662.928571428572,3,0,,,gateexpress_000618::6,gateexpress_000618,2024-01-01,1,15356.333333333334,True,gateexpress_000618,0.37173239457676893
9,1,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,6062.333333333333,3,0,,,gateexpress_000618::7,gateexpress_000618,2024-01-01,0,12539.5,True,gateexpress_000618,0.2602821298548194
7,1,3,3956.0,1088.6019677011616,4671.5,0.2218310943579892,3720.216666666667,43,0,,,luvcarwash_000457::39,luvcarwash_000457,2024-01-01,0,5511.75,True,luvcarwash_000457,0.19846757686581074
9,2,2,3956.0,1512.1750479820932,5025.2692307692305,0.3009142353454803,4401.6547619047615,43,0,,,luvcarwash_000457::49,luvcarwash_000457,2024-01-01,1,9995.833333333334,True,luvcarwash_000457,0.22491031971900835
10,2,1,8775.692307692309,,8775.692307692309,,4624.729166666667,48,0,,,magnolia_000414::60,magnolia_000414,2024-01-01,0,2130.0,False,magnolia_000414,0.43436901586542703
4,2,2,3286.153846153846,5564.712796620841,7221.0,0.770629109073652,5552.055555555555,48,0,,,magnolia_000414::64,magnolia_000414,2024-01-01,1,8396.583333333334,True,magnolia_000414,0.6428532527723609
8,2,1,20018.53846153846,,20018.53846153846,,12170.8125,7,2,13892.076923076922,1.0,radiantcw_000133::8,radiantcw_000133,2024-01-01,1,10514.25,True,radiantcw_000133,0.2650348640924808
2,0,0,,,,,4642.166666666667,9,3,9754.461538461535,1.0,tsunamicarwash_000122::10,tsunamicarwash_000122,2024-01-01,0,4534.666666666667,True,tsunamicarwash_000122,0.35730933385295377
12,0,2,8858.76923076923,1073.4424866705017,9617.807692307691,0.1116098929207161,6141.241666666666,44,8,10342.51923076923,1.0,championxpresscw_000216::44,championxpresscw_000216,2024-02-01,0,6602.090909090909,True,championxpresscw_000216,0.31980313298687335
4,1,0,,,,,2718.4444444444443,1,0,,,charliescw_000634::1,charliescw_000634,2024-02-01,1,15766.727272727272,True,charliescw_000634,0.37191800408832537
13,1,1,9972.46153846154,,9972.46153846154,,5055.257575757575,8,0,,,gateexpress_000618::11,gateexpress_000618,2024-02-01,0,10624.545454545454,True,gateexpress_000618,0.3036397039483964
19,1,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,4835.058823529411,8,0,,,gateexpress_000618::8,gateexpress_000618,2024-02-01,0,11859.272727272728,True,gateexpress_000618,0.24626474459186867
14,1,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,6044.515151515151,8,0,,,gateexpress_000618::9,gateexpress_000618,2024-02-01,0,11684.181818181818,True,gateexpress_000618,0.3869923375496059
13,5,3,3956.0,1088.6019677011616,4671.5,0.2218310943579892,4515.518518518518,1,0,,,highway80cw_000598::1,highway80cw_000598,2024-02-01,0,3706.272727272727,True,highway80cw_000598,0.26357114143155164
2,0,0,,,,,2867.25,1,0,,,jupitercw_000637::1,jupitercw_000637,2024-02-01,0,627.7272727272727,False,jupitercw_000637,0.3742208828393976
10,3,2,3956.0,1512.1750479820932,5025.2692307692305,0.3009142353454803,5093.309523809524,45,0,,,luvcarwash_000457::50,luvcarwash_000457,2024-02-01,0,6152.454545454545,True,luvcarwash_000457,0.23574812611819568
11,1,3,5644.2307692307695,3279.081724299519,9250.076923076924,0.3631928205812407,7677.333333333333,45,0,,,luvcarwash_000457::54,luvcarwash_000457,2024-02-01,0,14700.454545454546,True,luvcarwash_000457,0.3317803226331761
4,0,1,8826.615384615385,,8826.615384615385,,6681.541666666667,51,0,,,magnolia_000414::63,magnolia_000414,2024-02-01,1,8326.545454545454,True,magnolia_000414,0.49778706414523494
2,0,1,10396.076923076924,,10396.076923076924,,8301.333333333334,18,4,9482.788461538465,1.0,mrcleancw_000329::19,mrcleancw_000329,2024-02-01,0,496.125,False,mrcleancw_000329,0.3711201734944722
11,1,4,2850.846153846154,2843.755752969016,6788.5,0.4527372343035249,2753.666666666667,3,0,,,rinsemyride_000430::4,rinsemyride_000430,2024-02-01,0,855.2857142857143,False,rinsemyride_000430,0.3841694371637648
3,3,0,,,,,6035.75,7,0,,,rocketwashnc_000309::10,rocketwashnc_000309,2024-02-01,1,13373.09090909091,True,rocketwashnc_000309,0.4183910979096744
4,1,0,,,,,7035.555555555555,5,0,,,shammysunlimited_000449::6,shammysunlimited_000449,2024-02-01,1,8209.454545454546,True,shammysunlimited_000449,0.4325478245987121
2,0,0,,,,,12981.166666666666,3,0,,,splashfl_000574::4,splashfl_000574,2024-02-01,1,21991.18181818182,True,splashfl_000574,0.5689244897123146
12,1,3,2446.5384615384614,4451.766104780947,5644.2307692307695,0.6908251920311351,6999.69696969697,21,0,,,bigdans_000378::22,bigdans_000378,2024-03-01,1,10587.2,True,bigdans_000378,0.4999612382492519
2,0,1,10436.333333333334,,10436.333333333334,,8682.0,8,1,12334.46153846154,1.0,bigpeachcw_000300::10,bigpeachcw_000300,2024-03-01,1,10168.5,True,bigpeachcw_000300,0.3353278250038437
3,1,0,,,,,5631.833333333333,8,1,12334.46153846154,1.0,bigpeachcw_000300::9,bigpeachcw_000300,2024-03-01,0,3283.9,True,bigpeachcw_000300,0.391012736490119
2,1,1,9885.923076923076,,9885.923076923076,,6749.75,1,0,,,blastcw_000602::1,blastcw_000602,2024-03-01,1,14279.8,True,blastcw_000602,0.32705489289915696
3,0,1,8826.615384615385,,8826.615384615385,,6964.333333333333,1,0,,,bluewavefl_000622::1,bluewavefl_000622,2024-03-01,1,12586.8,True,bluewavefl_000622,0.3380759266935579
7,0,4,2460.0,6459.891225627782,9334.115384615385,0.6936709999104702,7563.222222222223,7,3,13950.871794871797,1.0,cadillacexpresscw_000080::8,cadillacexpresscw_000080,2024-03-01,1,10840.1,True,cadillacexpresscw_000080,0.5745595321995278
2,0,2,8254.416666666666,4183.420494194912,11212.541666666666,0.373101890593784,,45,8,10342.51923076923,1.0,championxpresscw_000216::49,championxpresscw_000216,2024-03-01,0,1903.4,False,championxpresscw_000216,0.4370503065877528
10,0,1,8775.692307692309,,8775.692307692309,,4282.666666666666,12,0,,,gateexpress_000618::12,gateexpress_000618,2024-03-01,0,11835.1,True,gateexpress_000618,0.31477583944435267
19,1,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,5016.6875,12,0,,,gateexpress_000618::13,gateexpress_000618,2024-03-01,0,15478.9,True,gateexpress_000618,0.2539875915477667
11,1,1,8775.692307692309,,8775.692307692309,,4603.5,12,0,,,gateexpress_000618::14,gateexpress_000618,2024-03-01,0,12873.9,True,gateexpress_000618,0.32078290962178413
16,2,2,8775.692307692309,846.2436385923311,9374.076923076924,0.0902748767197615,4789.5,12,0,,,gateexpress_000618::15,gateexpress_000618,2024-03-01,0,8900.4,True,gateexpress_000618,0.2502877751262931
2,1,0,,,,,10764.0,53,0,,,magnolia_000414::66,magnolia_000414,2024-03-01,0,10952.5,True,magnolia_000414,0.6930679656955168
4,3,0,,,,,5378.604166666667,53,0,,,magnolia_000414::67,magnolia_000414,2024-03-01,0,4363.2,True,magnolia_000414,0.5636577397104883
7,0,1,6075.384615384615,,6075.384615384615,,6007.472222222223,7,0,,,racerclassiccw_000389::5,racerclassiccw_000389,2024-03-01,0,5263.3,True,racerclassiccw_000389,0.40150749045000217
8,0,4,4082.0,5329.054289766071,10689.076923076924,0.5052912615337857,6320.0,1,0,,,ridethru_000552::1,ridethru_000552,2024-03-01,0,4909.8,True,ridethru_000552,0.47200220951376004
7,4,1,3212.230769230769,,3212.230769230769,,11198.236111111111,1,0,,,sudstop_000639::1,sudstop_000639,2024-03-01,1,11903.5,True,sudstop_000639,0.450405491647082
3,0,0,,,,,7800.944444444444,1,0,,,texaspridecw_000612::1,texaspridecw_000612,2024-03-01,0,6969.5,True,texaspridecw_000612,0.45216532177870156
10,7,1,24049.30769230769,,24049.30769230769,,12061.37037037037,1,0,,,visioncw_000617::1,visioncw_000617,2024-03-01,1,14501.2,True,visioncw_000617,0.20296649923388274
7,0,1,12988.307692307691,,12988.307692307691,,13135.244444444446,22,1,21970.23076923077,1.0,bigdans_000378::21,bigdans_000378,2024-04-01,0,14944.666666666666,True,bigdans_000378,0.34535606249274
11,2,0,,,,,18237.681818181816,45,0,,,bluewave_000567::65,bluewave_000567,2024-04-01,1,16284.888888888889,True,bluewave_000567,0.5794227738061782
3,1,0,,,,,10628.833333333334,47,9,10263.82905982906,1.0,championxpresscw_000216::53,championxpresscw_000216,2024-04-01,0,0.0,False,championxpresscw_000216,0.5855138792913114
11,0,2,8858.76923076923,1073.4424866705017,9617.807692307691,0.1116098929207161,5239.151515151516,47,9,10263.82905982906,1.0,championxpresscw_000216::54,championxpresscw_000216,2024-04-01,1,8095.555555555556,True,championxpresscw_000216,0.30715187255303017
31,0,5,2460.0,5173.919437532903,12405.0,0.4741480230337317,9523.49,15,0,,,clearwater_000397::16,clearwater_000397,2024-04-01,0,13237.2,True,clearwater_000397,0.5567349742546935
10,1,4,2372.923076923077,3860.524183884744,9761.0,0.4757675368342877,7404.800000000001,1,0,,,dinoclean_000636::1,dinoclean_000636,2024-04-01,1,11468.666666666666,True,dinoclean_000636,0.5015284716085563
4,2,2,1110.6153846153843,620.5133969058566,1549.3846153846152,0.4004902273744482,7361.722222222223,12,3,10096.675213675211,1.0,dirtydogs_000082::8,dirtydogs_000082,2024-04-01,0,5372.222222222223,True,dirtydogs_000082,0.4243580904470838
2,0,1,19449.384615384617,,19449.384615384617,,7291.833333333333,1,0,,,eightmile_000525::1,eightmile_000525,2024-04-01,0,4707.111111111111,True,eightmile_000525,0.1719432903528717
17,2,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,8798.67857142857,16,0,,,gateexpress_000618::10,gateexpress_000618,2024-04-01,0,5223.555555555556,True,gateexpress_000618,0.4573227640627578
7,0,2,7725.615384615385,523.4221965660115,8095.7307692307695,0.0646541012153428,9653.611111111111,2,1,15843.153846153846,1.0,jammincw_000186::3,jammincw_000186,2024-04-01,1,7794.777777777777,True,jammincw_000186,0.2514051661941976
20,3,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,8003.8039215686285,50,0,,,luvcarwash_000457::53,luvcarwash_000457,2024-04-01,1,8898.0,True,luvcarwash_000457,0.3333879298573582
2,0,2,1602.3846153846157,1763.5787051085713,2849.4230769230767,0.6189248340800818,3187.9166666666665,55,0,,,magnolia_000414::65,magnolia_000414,2024-04-01,0,7466.222222222223,True,magnolia_000414,0.5049467989843062
12,1,3,935.9230769230768,8357.614605583552,12352.53846153846,0.8218987680046764,6464.616666666667,8,1,3838.692307692307,0.0,rocketwashnc_000309::9,rocketwashnc_000309,2024-04-01,1,11604.888888888889,True,rocketwashnc_000309,0.6443911159629504
2,0,1,12094.307692307691,,12094.307692307691,,7129.833333333334,11,0,,,smittyscw_000489::15,smittyscw_000489,2024-04-01,0,4739.0,True,smittyscw_000489,0.33893892433983946
4,1,3,4337.153846153846,2864.9742845072055,8175.2307692307695,0.3827935671047789,5842.458333333333,1,0,,,unclecharlies_000603::1,unclecharlies_000603,2024-04-01,0,4240.333333333333,True,unclecharlies_000603,0.356548704572262
6,1,1,12988.307692307691,,12988.307692307691,,14027.033333333336,23,1,21970.23076923077,1.0,bigdans_000378::29,bigdans_000378,2024-05-01,1,12114.5,True,bigdans_000378,0.3569228631326047
3,1,2,9537.384615384615,1699.06880953263,10738.807692307691,0.1582176400038981,9943.333333333334,8,3,10313.897435897436,1.0,centurycarwash_000236::9,centurycarwash_000236,2024-05-01,0,5755.125,True,centurycarwash_000236,0.347288552384201
3,1,1,2006.5384615384617,,2006.5384615384617,,925.8333333333331,4,1,2006.5384615384617,0.0,circlek_000060::4,circlek_000060,2024-05-01,0,747.875,False,circlek_000060,0.37700994478968564
21,3,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,8946.342592592593,18,0,,,gateexpress_000618::19,gateexpress_000618,2024-05-01,0,6159.375,True,gateexpress_000618,0.4636574929618131
21,1,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,9481.13888888889,18,0,,,gateexpress_000618::20,gateexpress_000618,2024-05-01,1,8106.875,True,gateexpress_000618,0.4751607961119716
12,1,1,9972.46153846154,,9972.46153846154,,11775.757575757576,52,0,,,luvcarwash_000457::62,luvcarwash_000457,2024-05-01,0,5932.625,True,luvcarwash_000457,0.3536076247434272
9,1,4,387.0769230769231,5573.950737658664,865.0470085470085,1.5977877185415597,6396.309523809524,2,0,,,sudstop_000639::5,sudstop_000639,2024-05-01,1,23531.0,True,sudstop_000639,0.5523750251343453
2,0,0,,,,,5967.833333333333,2,0,,,sudstop_000639::6,sudstop_000639,2024-05-01,0,6636.125,True,sudstop_000639,0.3629782489954204
12,0,4,8935.76923076923,2448.4299476562287,9150.76923076923,0.2376748137949569,6122.354166666667,3,0,,,superduck_000438::4,superduck_000438,2024-05-01,1,10230.125,True,superduck_000438,0.2736675470202172
12,4,0,,,,,20234.01388888889,46,0,,,bluewave_000567::66,bluewave_000567,2024-06-01,1,12988.0,True,bluewave_000567,0.6102467101305716
3,0,3,4261.615384615385,4176.720409447852,8327.076923076924,0.4971739856684437,8799.75,1,0,,,feelgoodcw_000632::1,feelgoodcw_000632,2024-06-01,1,12307.714285714286,True,feelgoodcw_000632,0.47948121976475766
12,0,1,8775.692307692309,,8775.692307692309,,9603.883333333331,54,0,,,luvcarwash_000457::63,luvcarwash_000457,2024-06-01,1,11747.42857142857,True,luvcarwash_000457,0.32320787892502223
21,2,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,9038.207407407408,58,0,,,magnolia_000414::70,magnolia_000414,2024-06-01,0,4129.0,True,magnolia_000414,0.640603242942148
20,7,10,0.0,4264.502901683374,1325.3846153846152,1.2672180698058964,5877.675925925925,1,0,,,mrsuds_000654::1,mrsuds_000654,2024-06-01,1,7745.857142857143,True,mrsuds_000654,0.5089946641285206
4,0,3,4261.615384615385,1367.6821274678089,5576.153846153846,0.2437346743771196,7509.833333333333,4,3,11925.205128205129,1.0,snapclean::6,snapclean,2024-06-01,0,6097.428571428572,True,snapclean,0.3928518459002799
3,0,1,7873.461538461538,,7873.461538461538,,4973.25,4,0,,,sudstop_000639::8,sudstop_000639,2024-06-01,1,7871.571428571428,True,sudstop_000639,0.30788701289807413
13,1,3,2446.5384615384614,1743.8455606075022,5251.2307692307695,0.3921103793900845,6198.242424242423,2,0,,,whitecap_000597::3,whitecap_000597,2024-06-01,0,5066.857142857143,True,whitecap_000597,0.3932056136221733
4,1,2,1921.428571428571,5712.358246613429,5960.675824175823,0.9583407008052264,5441.333333333333,1,0,,,bashamagical_000650::1,bashamagical_000650,2024-07-01,0,10150.333333333334,True,bashamagical_000650,0.5477924524345992
26,4,2,5433.692307692308,3209.3945013177736,7703.076923076924,0.416637991982535,8700.465217391304,20,0,,,gateexpress_000618::21,gateexpress_000618,2024-07-01,1,7646.666666666667,True,gateexpress_000618,0.4615468497582006
5,0,0,,,,,5172.966666666666,6,0,,,scrubblesstl_000578::11,scrubblesstl_000578,2024-07-01,0,5064.166666666667,True,scrubblesstl_000578,0.35930235013649936
8,3,4,4631.666666666667,5590.738604571106,6468.846153846154,0.6520416202990279,10155.5,5,0,,,shortmancw_000600::4,shortmancw_000600,2024-07-01,0,2328.5,False,shortmancw_000600,0.5582957055523481
2,1,1,22091.53846153846,,22091.53846153846,,18709.166666666668,9,2,15609.576923076922,1.0,sudsdeluxe_000305::10,sudsdeluxe_000305,2024-07-01,1,9958.666666666666,True,sudsdeluxe_000305,0.3927212227588098
6,0,2,6198.846153846154,3678.8590111963176,8800.192307692309,0.4180430248076058,8684.166666666666,13,3,9754.461538461535,1.0,tsunamicarwash_000122::16,tsunamicarwash_000122,2024-07-01,0,0.1666666666666666,False,tsunamicarwash_000122,0.4094592992879996
7,2,3,2372.923076923077,3769.1619334373754,8327.076923076924,0.5638562155890204,5721.116666666667,3,0,,,vibecw_000482::4,vibecw_000482,2024-07-01,1,12291.5,True,vibecw_000482,0.4260661031532468
10,0,4,7238.0,1186.9046162381107,8414.615384615385,0.1396029894422619,6311.148148148148,3,0,,,whitecap_000597::4,whitecap_000597,2024-07-01,0,6624.5,True,whitecap_000597,0.2971856167401773
8,1,3,18.076923076923077,7494.33985800603,22.153846153846153,1.7240359015538964,9759.0625,17,5,15861.030769230769,1.0,woodys_000289::20,woodys_000289,2024-07-01,1,8642.333333333334,True,woodys_000289,0.7030129026368567
9,1,2,3212.230769230769,3709.2102099580184,5835.038461538462,0.6356787936201624,12686.058333333334,1,0,,,coast2coastcw_000663::1,coast2coastcw_000663,2024-08-01,0,1558.8,False,coast2coastcw_000663,0.5719438763096113
3,0,0,,,,,13714.833333333332,3,0,,,dinodashcw_000486::4,dinodashcw_000486,2024-08-01,0,8234.4,True,dinodashcw_000486,0.582143299788559
5,0,4,4261.615384615385,3541.4715283055452,9319.0,0.3988851958981982,8165.083333333334,1,0,,,dinoexpress_000643::1,dinoexpress_000643,2024-08-01,0,5352.4,True,dinoexpress_000643,0.4112036015462007
3,1,0,,,,,,3,0,,,happycarwash_000394::4,happycarwash_000394,2024-08-01,0,11527.8,True,happycarwash_000394,0.4351896594706655
12,1,3,12988.307692307691,2118.7735608995276,16557.615384615383,0.1372946679877074,12953.174242424242,1,0,,,linkscw_000673::1,linkscw_000673,2024-08-01,0,9972.2,True,linkscw_000673,0.272235569518033
16,2,5,4337.153846153846,2250.9870074463574,9051.46153846154,0.2711037570715719,5709.1875,61,0,,,luvcarwash_000457::64,luvcarwash_000457,2024-08-01,0,4729.4,True,luvcarwash_000457,0.24889260685200448
16,2,5,4337.153846153846,2250.9870074463574,9051.46153846154,0.2711037570715719,5709.1875,61,0,,,luvcarwash_000457::65,luvcarwash_000457,2024-08-01,0,3143.2,True,luvcarwash_000457,0.24889260685200448
11,1,4,7725.615384615385,5725.707582260401,8539.73076923077,0.5146881383583544,11493.8,8,3,12083.333333333334,1.0,radiantcw_000133::9,radiantcw_000133,2024-08-01,0,3816.8,True,radiantcw_000133,0.563458180982676
6,0,0,,,,,4704.833333333333,7,0,,,scrubblesstl_000578::10,scrubblesstl_000578,2024-08-01,0,4005.0,True,scrubblesstl_000578,0.35528139342698184
4,1,0,,,,,9233.5,1,0,,,sharkbaycw_000660::1,sharkbaycw_000660,2024-08-01,0,4188.0,True,sharkbaycw_000660,0.4002345496263925
6,0,2,10168.153846153846,9521.301594335506,16900.73076923077,0.5633662664853435,9185.305555555557,14,0,,,smittyscw_000489::11,smittyscw_000489,2024-08-01,0,7524.0,True,smittyscw_000489,0.5997606260354762
8,1,3,2372.923076923077,3769.1619334373754,8327.076923076924,0.5638562155890204,5729.86111111111,4,0,,,vibecw_000482::5,vibecw_000482,2024-08-01,0,10848.6,True,vibecw_000482,0.42764002309404314
3,0,1,13598.0,,13598.0,,8248.833333333334,4,0,,,whitecap_000597::5,whitecap_000597,2024-08-01,0,9913.0,True,whitecap_000597,0.29680192249900433
3,0,1,13429.692307692309,,13429.692307692309,,9377.388888888889,20,7,9785.076923076924,0.5714285714285714,192616splash::23,192616splash,2024-09-01,0,7627.0,True,192616splash,0.27493324999637675
3,0,1,9655.153846153846,,9655.153846153846,,7667.0,25,1,21970.23076923077,1.0,bigdans_000378::32,bigdans_000378,2024-09-01,0,8508.25,True,bigdans_000378,0.3385351644249132
3,1,2,16941.0,2680.1522720143025,18836.153846153844,0.142287660947384,18855.05555555556,25,1,21970.23076923077,1.0,bigdans_000378::33,bigdans_000378,2024-09-01,0,14045.75,True,bigdans_000378,0.3309324302317837
12,1,3,2446.5384615384614,1603.000812701816,3845.6153846153848,0.4028860155785532,6952.454545454545,11,1,12334.46153846154,1.0,bigpeachcw_000300::15,bigpeachcw_000300,2024-09-01,0,2576.0,False,bigpeachcw_000300,0.35721753741141515
3,0,1,2054.0,,2054.0,,4525.388888888889,1,0,,,bluerainexp_000678::2,bluerainexp_000678,2024-09-01,0,5447.0,True,bluerainexp_000678,0.4250988611483639
3,1,0,,,,,13919.555555555557,25,14,10908.032967032968,0.7857142857142857,caliberocala_000153::27,caliberocala_000153,2024-09-01,0,7061.5,True,caliberocala_000153,0.6708964389789304
11,0,4,4337.153846153846,2500.2938024598893,8712.653846153848,0.3154623351367108,6620.266666666666,25,14,10908.032967032968,0.7857142857142857,caliberocala_000153::28,caliberocala_000153,2024-09-01,0,7108.5,True,caliberocala_000153,0.45117786498359863
11,7,1,24049.30769230769,,24049.30769230769,,14026.166666666666,4,0,,,expresswash_000431::6,expresswash_000431,2024-09-01,0,15291.0,True,expresswash_000431,0.23153461450876067
5,1,4,1602.3846153846157,1067.9367912653197,2793.346153846154,0.3785151394964053,2334.633333333333,1,0,,,jiffylube_000670::1,jiffylube_000670,2024-09-01,0,92.5,False,jiffylube_000670,0.3117426091909265
4,1,3,1759.076923076923,1081.3540337702009,2063.5384615384614,0.42751231478948,3289.0,3,1,5044.846153846154,0.0,midtowncw_000328::4,midtowncw_000328,2024-09-01,0,4564.75,True,midtowncw_000328,0.330179283934216
7,2,1,7725.615384615385,,7725.615384615385,,7291.750000000001,9,3,12083.333333333334,1.0,radiantcw_000133::10,radiantcw_000133,2024-09-01,0,3513.5,True,radiantcw_000133,0.37736456701201954
5,1,2,3286.153846153846,5564.712796620841,7221.0,0.770629109073652,7109.625,1,0,,,unrivaledcw_000652::1,unrivaledcw_000652,2024-09-01,0,10852.5,True,unrivaledcw_000652,0.510380689219754
3,1,1,11590.153846153846,,11590.153846153846,,11174.055555555557,10,2,12477.692307692309,1.0,washrite_000380::10,washrite_000380,2024-09-01,0,12780.5,True,washrite_000380,0.36895482650939904
3,2,1,13598.0,,13598.0,,4844.5,15,4,6228.0192307692305,0.25,zippycarwash_000145::17,zippycarwash_000145,2024-09-01,0,2382.75,False,zippycarwash_000145,0.2424789292192361
